ds,actual,yhat,yhat_lower,yhat_upper
2017-11-14,173.0,200.36120373385387,135.63610198103305,262.76684146200324
2017-11-15,177.0,200.11647457288402,138.68620411681923,260.3473632039702
2017-11-16,232.0,202.0573734224251,140.6708690174984,260.03282099846393
2017-11-17,175.0,202.0190121561016,143.97178668826658,261.55543565154346
2017-11-18,141.0,177.73973534065973,116.47859316034433,236.07144669074643
2017-11-19,135.0,193.51051896178598,137.1316030183729,257.6802506972888
2017-11-20,181.0,235.99618046508374,175.11361944741097,299.51087231359895
2017-11-21,190.0,244.32156352127765,190.02608873300835,307.0679925579695
2017-11-22,188.0,242.69483534930748,181.33701579662778,300.5025262262182
2017-11-23,273.0,242.53388242041402,184.10430163926432,306.7128527453427
2017-11-24,1074.0,239.687471709707,179.27503048952295,304.06602765494404
2017-11-25,466.0,211.92302774929806,152.8842162794951,269.89201808416544
2017-11-26,347.0,223.5756812683895,163.31123106613757,284.66517002857404
2017-11-27,374.0,261.36876555035826,194.53802924432813,317.81359701133783
2017-11-28,348.0,264.4989376113634,200.99312053706015,321.5927498019665
2017-11-29,291.0,257.41034010582194,193.07758731795406,317.545313389944
2017-11-30,233.0,251.4625435954391,189.3826443257756,310.90386321570355
2017-12-01,278.0,242.60652940545117,182.75216963730077,301.1713784390482
2017-12-02,184.0,208.71805423651767,145.49648757863585,270.5000075206092
2017-12-03,205.0,214.24438037546537,152.94618756274744,273.54488073742266
2017-12-04,269.0,246.02234729833023,189.75018799689713,307.99338581894136
2017-12-05,248.0,243.361019730757,185.56843941611947,298.5360514726342
2017-12-06,253.0,230.81338741557937,170.22398125886713,286.5378818180632
2017-12-07,181.0,219.84191544141373,160.10033050501482,283.7078507375904
2017-12-08,183.0,206.492262946188,141.78634919310082,267.4036766504557
2017-12-09,126.0,168.7245658583396,108.67044787232138,228.6570693946402
2017-12-10,174.0,171.05831753762587,112.20818595604028,231.35640605193677
2017-12-11,227.0,200.38886738612288,136.1886116932248,262.61333075765646
2017-12-12,228.0,196.06880991520072,135.6840593844498,258.13570291545346
2017-12-13,212.0,182.67876914236183,121.1656529812525,240.61448867580242
2017-12-14,163.0,171.69239827379812,109.39390968023021,234.8738418579118
2017-12-15,152.0,159.0017955496406,97.3681851665217,219.6911083529024
2017-12-16,123.0,122.69337964707046,62.66340948480809,185.89947449080282
2017-12-17,129.0,127.24896193119416,65.6926902700237,188.6019671060156
2017-12-18,180.0,159.51130984876147,97.02431201312713,221.3648600324378
2017-12-19,162.0,158.76680451535645,98.07451139767939,220.96610707889158
2017-12-20,162.0,149.51779388174106,90.14344379415857,207.7866759201849
2017-12-21,127.0,143.14942177195823,80.68338043164647,201.57709516722196
2017-12-22,98.0,135.60521688333353,75.03635257024848,196.52967848535909
2017-12-23,94.0,104.72078944558953,46.11702963725726,168.42873740430255
2017-12-24,50.0,114.87160847924656,57.108494124396294,176.85583949711406
2017-12-25,90.0,152.79280745057102,90.57385974062112,212.71378323313107
2017-12-26,153.0,157.6642090753187,98.71204008648299,219.63090604983148
2017-12-27,136.0,153.88498507482268,91.73126658683543,214.55159723043613
2017-12-28,110.0,152.74267671894458,93.46924705304812,213.31167347546756
2017-12-29,127.0,150.09080927434024,89.71231967830595,210.66290640941133
2017-12-30,88.0,123.68440182718017,63.55231097397979,181.85657535308388
2017-12-31,64.0,137.8293050573626,77.44325010458394,199.7288406734675
2018-01-01,57.0,179.2032812256875,123.20498144085933,241.09291900512414
2018-01-02,193.0,186.9419911856157,124.76558061549105,251.4270824049544
2018-01-03,181.0,185.41428644836517,124.80421340656632,245.69488963608723
2018-01-04,240.0,185.89152287361725,126.29818446031113,246.58860953264792
2018-01-05,194.0,184.22512847598827,121.57980578115996,246.609795058647
2018-01-06,193.0,158.18173472069265,99.15403766751118,220.00967979984208
2018-01-07,160.0,172.0918199944741,111.97897434702777,236.9840724434763
2018-01-08,246.0,212.5474195367294,151.57056576454912,275.6289326557108
2018-01-09,215.0,218.8540161477604,158.72025345101366,284.68070135868237
2018-01-10,227.0,215.43720889386398,156.38297011330337,276.9914300775464
2018-01-11,263.0,213.632755703328,154.5643295804231,276.58543940282357
2018-01-12,244.0,209.36234913884905,151.44277879678734,268.66696648665874
2018-01-13,195.0,180.4668666361885,115.63454069786111,239.9493893458499
2018-01-14,204.0,191.35309333596675,130.26074545891797,256.5971718585491
2018-01-15,268.0,228.8119049619481,167.13233779105852,288.2994115957703
2018-01-16,283.0,232.10115436621732,172.97713077508206,290.06923845906147
2018-01-17,240.0,225.71774206281384,166.47723930239744,283.39392798752755
2018-01-18,216.0,221.06367089969874,161.4810470702993,284.62031773920785
2018-01-19,203.0,214.12040002879573,153.79777211571002,276.8015781969416
2018-01-20,154.0,182.78088717204307,122.87019977515916,244.8895002283116
2018-01-21,176.0,191.49534242987957,134.76799823241882,255.98671296014817
2018-01-22,276.0,227.08869931803966,165.11659735805645,288.8628246559908
2018-01-23,257.0,228.84305765499312,169.1848609828222,288.64245686933987
2018-01-24,215.0,221.26958224646012,161.5017813292066,285.38214883836736
2018-01-25,223.0,215.77465382218557,155.12822954499566,280.61913631793396
2018-01-26,199.0,208.33457662298395,149.1968444423317,270.95478946789734
2018-01-27,135.0,176.82821424879683,116.4423406808772,233.24872175545977
2018-01-28,129.0,185.68355361340411,124.80849471923584,248.97554472602027
2018-01-29,203.0,221.6961740390172,164.21023733513954,284.6534357804377
2018-01-30,232.0,224.1128431095653,162.9347599626974,286.15963277152815
2018-01-31,214.0,217.30697969366375,155.2916112673459,282.50262589468326
2018-02-01,223.0,212.73927776930722,145.06744776373884,274.6153199741606
2018-02-02,196.0,206.3406839498578,150.59149006052965,266.25877883888904
2018-02-03,161.0,175.9441320941079,114.97867384626834,233.58385888686476
2018-02-04,175.0,185.93246017231496,128.66956439786827,249.55779281728567
2018-02-05,242.0,223.05815684738414,164.72675511077236,287.2100915664355
2018-02-06,248.0,226.52812572257068,163.0178010760939,286.8092214971564
2018-02-07,225.0,220.77788511481444,162.13564537023439,285.9373408180301
2018-02-08,185.0,217.13993612258932,158.02968893284375,275.89629742591757
2018-02-09,171.0,211.52054380757738,146.82910172353715,271.52547851265774
2018-02-10,139.0,181.73424919358607,122.60555535902361,246.0586868714496
2018-02-11,158.0,192.1520650645238,134.26380794999113,260.2732195782576
2018-02-12,186.0,229.52129392326972,165.52412995337014,289.46708482379404
2018-02-13,200.0,233.05016014795308,175.1076248701506,296.9751826200699
2018-02-14,285.0,227.18168405514723,165.9595367507271,289.15164329744204
2018-02-15,231.0,223.26154585375696,161.68970033761457,286.98229086802735
2018-02-16,198.0,217.21420433865165,158.7637936834206,276.4162627428726
2018-02-17,172.0,186.8766121953174,124.25746285031633,248.67916781162646
2018-02-18,194.0,196.6455084252769,138.0665031832657,261.43947748832574
2018-02-19,227.0,233.29625627868364,176.3321691415321,295.5718850072156
2018-02-20,238.0,236.06645033714898,173.31241705377428,296.7529352809516
2018-02-21,244.0,229.42875269442843,169.35318855226976,291.9965904681959
2018-02-22,287.0,224.7577381511467,167.8105518894914,285.11121012494186
2018-02-23,222.0,217.91654159666194,161.32370569127758,279.4151006090881
2018-02-24,161.0,186.85518990023897,123.6378504795685,249.61943975193418
2018-02-25,213.0,195.99160081902602,136.60552720980525,254.3425945782338
2018-02-26,248.0,232.11826312791032,169.7409772769996,295.6484404481037
2018-02-27,308.0,234.48532770377355,175.23360628329854,294.96472561376777
2018-02-28,274.0,227.57308520561747,165.6501189598915,288.88122456855876
2018-03-01,239.0,222.7586186566248,162.2502252614058,284.37137672676624
2018-03-02,244.0,215.99092977059095,156.38298870814435,279.54557021957413
2018-03-03,173.0,185.12390768474694,125.78508849979032,250.24167624331187
2018-03-04,182.0,194.56313953290672,138.1248141769365,256.77692622076563
2018-03-05,255.0,231.08454188701583,169.24187430798563,291.68543742993785
2018-03-06,242.0,233.91803889398068,174.4401784424072,297.1387624674065
2018-03-07,224.0,227.52074085911914,166.16193297150298,291.2245550553175
2018-03-08,227.0,223.24438892662937,166.51880352836662,285.29374092835826
2018-03-09,166.0,217.0113396170416,156.04488109975813,274.852531955866
2018-03-10,173.0,186.64843113624232,127.42311161768421,248.60652105431345
2018-03-11,196.0,196.53470328356363,133.52767674820032,259.1963557934821
2018-03-12,192.0,233.4209223355053,172.42565761606625,292.0827573474417
2018-03-13,216.0,236.51410983840424,177.9686529692473,297.9730165829324
2018-03-14,178.0,230.2515037005533,172.0960757349243,293.8295209339934
2018-03-15,245.0,225.96869411559462,168.5631587593195,288.8702499647215
2018-03-16,243.0,219.57618784668227,159.780084309465,279.86568137023926
2018-03-17,143.0,188.89372598846063,126.75018539563423,248.84175727418048
2018-03-18,182.0,198.29831411223412,141.32357859415157,266.04654366359557
2018-03-19,271.0,234.4798746414584,171.06472934775744,295.0773212471558
2018-03-20,290.0,236.71788010690267,178.26618189802193,298.3874390486168
2018-03-21,263.0,229.463067739313,173.47374888277145,290.49228320909907
2018-03-22,234.0,224.0693105694412,160.79387146135926,280.3625793137806
2018-03-23,192.0,216.46974331198035,156.17728913564906,279.83151212301954
2018-03-24,155.0,184.51051367449242,126.11019815796188,246.02896380944674
2018-03-25,178.0,192.5981342323672,128.10927003463306,249.96915092740596
2018-03-26,269.0,227.51839678129912,171.40474922938313,288.4157070554464
2018-03-27,233.0,228.5200654711363,166.44408420605814,290.9873155837749
2018-03-28,195.0,220.0878007563118,156.4270510540647,280.8909574544547
2018-03-29,183.0,213.60908586784967,149.06890498248234,274.0545473471441
2018-03-30,159.0,205.04944315977068,145.3279533222623,267.4287130767679
2018-03-31,146.0,172.28530291474377,108.3367707147178,232.5980930090583
2018-04-01,174.0,179.75052353857063,111.65720356887941,241.91262985121233
2018-04-02,253.0,214.25454723218587,154.85869503518492,276.1817060173458
2018-04-03,213.0,215.06542742813286,155.91170603453438,279.13286096347775
2018-04-04,207.0,206.68219729223046,148.7231558499051,263.88748675554916
2018-04-05,235.0,200.50136511845588,140.80334949379062,262.27201448176044
2018-04-06,165.0,192.49183460868352,125.54539951339132,252.8643631096261
2018-04-07,146.0,160.52761954515972,98.55033843651053,220.90709688409464
2018-04-08,160.0,169.0343548660879,108.01911768678089,230.59619442303983
2018-04-09,218.0,204.80758745278393,144.80095552509115,265.7037327146638
2018-04-10,185.0,207.09607836541912,146.95778361312756,265.39120335908285
2018-04-11,264.0,200.32279612022793,134.2417789814343,255.8425636298685
2018-04-12,214.0,195.9072832883272,134.66072506459872,257.1420569696016
2018-04-13,210.0,189.7858643037785,128.55376610143966,250.50007956646647
2018-04-14,135.0,159.79686290719076,100.7922288759824,220.24684515289897
2018-04-15,207.0,170.32790453904263,104.24512549025053,233.86108194368612
2018-04-16,257.0,208.13504830504976,146.48493909007615,263.62365631806694
2018-04-17,236.0,212.4269591070225,150.67747758717368,276.6124228095803
2018-04-18,235.0,207.6385596698662,147.5226621835103,268.5465113911833
2018-04-19,284.0,205.0989156923372,147.61890688661566,264.72588005480907
2018-04-20,166.0,200.70761740268554,137.68107145042484,258.2956858786648
2018-04-21,120.0,172.26899115465034,113.86787816570036,229.69012399108547
2018-04-22,181.0,184.14010699462216,121.36933754288349,248.84423178601367
2018-04-23,263.0,223.05053016106328,157.74910652718265,284.4948819284713
2018-04-24,249.0,228.18701452132098,164.75817779568985,290.1017954882109
2018-04-25,239.0,223.96756783096208,165.73525503367023,284.88745557466626
2018-04-26,231.0,221.7096351023288,161.54287462220077,282.23001867874615
2018-04-27,226.0,217.30665940857443,156.35113835791944,279.08271482623775
2018-04-28,129.0,188.56235278089684,122.58754823894277,249.25783468101645
2018-04-29,135.0,199.83864504779362,140.05142327974409,266.6245108587614
2018-04-30,250.0,237.8752632282858,176.35375677846955,301.09851372336664
2018-05-01,243.0,241.87414664384787,179.8576099258683,298.35331228543976
2018-05-02,273.0,236.27313701247496,174.20480297960057,297.51867955205887
2018-05-03,287.0,232.41370108222293,167.80606720890708,296.9691000797033
2018-05-04,233.0,226.21695791826554,160.37456068268114,289.7196314107866
2018-05-05,162.0,195.51735742036283,133.78057645465557,254.42031638363858
2018-05-06,167.0,204.70999256183362,144.81527240601096,267.73536270843164
2018-05-07,313.0,240.5695129302946,175.31403048626856,298.53273059059757
2018-05-08,296.0,242.33385963682287,181.3935517971652,306.9517368219748
2018-05-09,297.0,234.47727533047401,171.41236804011766,292.16879743665976
2018-05-10,260.0,228.37736058897536,164.76211596882794,290.27035420720557
2018-05-11,230.0,219.9904614608132,157.11135935659692,277.86255969021204
2018-05-12,194.0,187.18474610670108,125.24307292675411,246.84555420364296
2018-05-13,195.0,194.38696292109637,126.67580607534005,255.44850536806413
2018-05-14,313.0,228.40085598502907,170.19093262295635,287.1539435760739
2018-05-15,315.0,228.49046449733066,167.04457508898687,291.19164931777135
2018-05-16,286.0,219.15276478084758,156.079457788126,282.29763920218466
2018-05-17,199.0,211.78442930116756,145.3016059061082,273.2249473980354
2018-05-18,226.0,202.35698902598676,141.02175647644987,265.6289557063807
2018-05-19,137.0,168.74975711871812,110.14084640809604,229.5375523417627
2018-05-20,140.0,175.39650504135807,116.97620304450632,237.4435900538023
2018-05-21,176.0,209.10386442915845,148.03963516388302,265.0088408940999
2018-05-22,194.0,209.1346779090701,152.5419152336904,268.79148508515715
2018-05-23,129.0,199.98075319051668,139.9074864830736,258.00277658324967
2018-05-24,100.0,193.0297900132512,127.31385075956759,248.78599181669577
2018-05-25,107.0,184.2407610282102,123.32764649538431,247.68976118915873
2018-05-26,84.0,151.4770991372771,90.53202682431564,213.68804658265918
2018-05-27,95.0,159.15367683502333,101.63641098758761,216.3443224776342
2018-05-28,127.0,194.05554545544007,133.5038411504044,255.01315617209593
2018-05-29,129.0,195.42165220445418,128.21784124750917,251.93552398956686
